date,real_close,predicted_close
2019-12-31,229.82000732421875,187.87634
2020-01-02,228.5,188.8541
2020-01-03,228.6100006103516,191.01169
2020-01-06,228.5500030517578,194.90099
2020-01-07,223.67999267578125,199.4164
2020-01-08,225.6199951171875,204.0937
2020-01-09,226.47000122070312,208.9238
2020-01-10,230.8000030517578,213.52077
2020-01-13,235.41000366210932,213.06885
2020-01-14,233.9499969482422,213.003
2020-01-15,235.3800048828125,213.19614
2020-01-16,232.2400054931641,213.69658
2020-01-17,233.4199981689453,215.06866
2020-01-21,236.72999572753903,216.22676
2020-01-22,235.16000366210932,217.3069
2020-01-23,237.8300018310547,217.81186
2020-01-24,237.5200042724609,217.76303
2020-01-27,237.47000122070312,218.0251
2020-01-28,237.17999267578125,218.19655
2020-01-29,233.44000244140625,218.86688
2020-01-30,235.1999969482422,219.33354
2020-01-31,231.7400054931641,219.27632
2020-02-03,234.07000732421875,219.29935
2020-02-04,237.4499969482422,218.83719
2020-02-05,236.3800048828125,218.39749
2020-02-06,237.8099975585937,218.01477
2020-02-07,238.75,217.78381
2020-02-10,243.69000244140625,218.20389
2020-02-11,254.2700042724609,218.59138
2020-02-12,256.17999267578125,219.84787
2020-02-13,256.8999938964844,221.29382
2020-02-14,256.25,222.81644
2020-02-18,252.92999267578125,224.9134
2020-02-19,248.1000061035156,227.05042
2020-02-20,247.5399932861328,229.03584
2020-02-21,247.009994506836,230.19243
2020-02-24,245.1100006103516,229.78496
2020-02-25,246.13999938964844,228.88599
2020-02-26,242.6699981689453,227.69295
2020-02-27,232.92999267578125,226.40393
2020-02-28,226.8000030517578,225.24387
2020-03-02,240.75,224.22325
2020-03-03,242.6499938964844,222.91982
2020-03-04,251.66000366210932,221.56577
2020-03-05,246.94000244140625,220.68497
2020-03-06,246.32000732421875,220.04782
2020-03-09,231.8600006103516,220.2761
2020-03-10,243.8699951171875,221.86105
2020-03-11,232.8999938964844,224.10655
2020-03-12,217.8300018310547,224.19156
2020-03-13,238.9900054931641,223.41212
2020-03-16,202.75,221.02043
2020-03-17,227.52999877929688,218.51428
2020-03-18,217.13999938964844,215.53119
2020-03-19,209.0,214.09404
2020-03-20,195.38999938964844,210.45982
2020-03-23,179.08999633789062,207.68129
2020-03-24,190.2700042724609,205.89067
2020-03-25,199.259994506836,199.68385
2020-03-26,222.1999969482422,198.26547
2020-03-27,218.47999572753903,193.10594
2020-03-30,230.5800018310547,190.54933
2020-03-31,217.75,190.78871
2020-04-01,206.97000122070312,194.41983
2020-04-02,220.75,200.87035
2020-04-03,222.8000030517578,205.33275
2020-04-06,235.17999267578125,208.23528
2020-04-07,227.7700042724609,207.96056
2020-04-08,249.25,208.63461
2020-04-09,259.6000061035156,208.32343
2020-04-13,249.759994506836,211.05696
2020-04-14,255.1000061035156,216.18602
2020-04-15,247.4900054931641,219.93224
2020-04-16,251.77999877929688,223.66013
2020-04-17,254.0599975585937,225.8433
2020-04-20,248.67999267578125,228.95084
2020-04-21,242.0,229.22983
2020-04-22,252.97999572753903,228.0426
2020-04-23,248.6000061035156,227.9977
2020-04-24,244.6100006103516,227.23097
2020-04-27,250.22000122070312,227.33553
2020-04-28,243.52999877929688,226.84909
2020-04-29,236.8099975585937,226.01111
2020-04-30,238.0,225.66821
2020-05-01,234.1999969482422,225.87602
2020-05-04,236.6300048828125,224.30423
2020-05-05,240.259994506836,222.99593
2020-05-06,237.259994506836,222.04669
2020-05-07,235.25,220.29553
2020-05-08,238.3600006103516,219.42917
2020-05-11,238.22999572753903,219.49167
2020-05-12,231.69000244140625,219.42328
2020-05-13,231.1499938964844,219.78963
2020-05-14,229.6199951171875,219.64319
2020-05-15,229.5800018310547,218.78067
2020-05-18,236.02999877929688,218.10579
2020-05-19,229.97000122070312,217.61528
2020-05-20,230.13999938964844,216.64659
2020-05-21,228.16000366210932,215.68054
2020-05-22,242.42999267578125,215.57727
2020-05-26,243.92999267578125,215.69525
2020-05-27,252.009994506836,216.3559
2020-05-28,258.1199951171875,217.54388
2020-05-29,258.1700134277344,218.55237
2020-06-01,264.3099975585937,221.09885
2020-06-02,263.5899963378906,224.23006
2020-06-03,267.3900146484375,228.0256
2020-06-04,259.7200012207031,230.32487
2020-06-05,264.8900146484375,232.59491
2020-06-08,266.8800048828125,233.95264
2020-06-09,265.760009765625,234.65575
2020-06-10,265.3399963378906,235.40904
2020-06-11,251.509994506836,235.48299
2020-06-12,258.0799865722656,235.49518
2020-06-15,262.489990234375,234.86203
2020-06-16,264.7799987792969,234.97958
2020-06-17,263.9700012207031,234.4446
2020-06-18,257.6000061035156,233.72726
2020-06-19,265.6000061035156,233.17517
2020-06-22,264.6000061035156,232.77675
2020-06-23,264.5,234.12843
2020-06-24,254.17999267578125,234.74117
2020-06-25,254.3600006103516,234.74255
2020-06-26,246.47999572753903,234.28589
2020-06-29,253.8000030517578,233.59315
2020-06-30,258.5400085449219,233.3291
2020-07-01,265.3900146484375,231.93117
2020-07-02,264.2099914550781,230.74174
2020-07-06,265.9700012207031,229.84512
2020-07-07,265.9700012207031,230.57971
2020-07-08,264.70001220703125,231.61179
2020-07-09,265.6000061035156,233.78036
2020-07-10,264.3500061035156,235.12871
2020-07-13,255.92999267578125,235.91618
2020-07-14,258.94000244140625,235.77444
2020-07-15,257.2699890136719,235.58861
2020-07-16,257.4800109863281,234.99437
2020-07-17,259.1099853515625,234.21873
2020-07-20,260.5299987792969,233.47672
2020-07-21,259.2099914550781,232.60396
2020-07-22,259.0400085449219,231.91982
2020-07-23,257.8999938964844,232.29541
2020-07-24,256.3299865722656,232.3134
2020-07-27,260.3099975585937,232.49283
2020-07-28,266.79998779296875,232.62271
2020-07-29,271.2900085449219,232.65207
2020-07-30,262.489990234375,232.763
2020-07-31,261.3900146484375,233.2492
2020-08-03,256.5799865722656,233.86505
2020-08-04,260.1700134277344,234.55865
2020-08-05,255.2899932861328,235.29155
2020-08-06,255.509994506836,235.32602
