Price,Close,High,Low,Open,Volume
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN
Date,,,,,
2018-01-02,59.45050048828125,59.5,58.5255012512207,58.599998474121094,53890000
2018-01-03,60.209999084472656,60.27450180053711,59.415000915527344,59.415000915527344,62176000
2018-01-04,60.47949981689453,60.79349899291992,60.233001708984375,60.25,60442000
2018-01-05,61.457000732421875,61.457000732421875,60.5,60.8754997253418,70894000
2018-01-08,62.34349822998047,62.65399932861328,61.60150146484375,61.79999923706055,85590000
2018-01-09,62.6349983215332,62.96649932861328,62.0880012512207,62.845001220703125,73226000
2018-01-10,62.71649932861328,62.71649932861328,61.86149978637695,62.25749969482422,53720000
2018-01-11,63.83399963378906,63.8385009765625,62.823001861572266,62.98699951171875,62500000
2018-01-12,65.26000213623047,65.28800201416016,63.669498443603516,63.669498443603516,108874000
2018-01-16,65.24299621582031,66.99700164794922,64.61499786376953,66.1500015258789,144414000
2018-01-17,64.75,65.69999694824219,64.04399871826172,65.61199951171875,105076000
2018-01-18,64.66600036621094,65.2300033569336,64.20099639892578,64.69750213623047,80538000
2018-01-19,64.72899627685547,65.6500015258789,64.64949798583984,65.5999984741211,91570000
2018-01-22,66.3655014038086,66.37249755859375,64.83300018310547,64.8584976196289,82802000
2018-01-23,68.12699890136719,68.24500274658203,66.86699676513672,66.90450286865234,103386000
2018-01-24,67.87550354003906,69.40799713134766,66.9000015258789,68.74099731445312,136150000
2018-01-25,68.89749908447266,68.91699981689453,67.88099670410156,68.4000015258789,95060000
2018-01-26,70.10250091552734,70.12650299072266,69.04550170898438,69.60050201416016,97146000
2018-01-29,70.88400268554688,71.56950378417969,70.02200317382812,70.45899963378906,114038000
2018-01-30,71.89099884033203,71.9625015258789,69.5999984741211,70.15850067138672,117438000
2018-01-31,72.54450225830078,73.62899780273438,72.50199890136719,72.56500244140625,128494000
2018-02-01,69.5,72.99400329589844,69.25700378417969,72.25,182276000
2018-02-02,71.49749755859375,74.9000015258789,70.69999694824219,73.86949920654297,222514000
2018-02-05,69.5,72.9489974975586,66.03600311279297,70.13099670410156,229900000
2018-02-06,72.14199829101562,72.19950103759766,67.5895004272461,68.072998046875,221336000
2018-02-07,70.83899688720703,73.04949951171875,70.75749969482422,72.44999694824219,143254000
2018-02-08,67.5250015258789,71.6875,67.49700164794922,71.48400115966797,171572000
2018-02-09,66.9800033569336,69.17500305175781,63.29650115966797,68.67449951171875,282830000
