date,real_close,predicted_close
2019-12-31,92.39199829101562,163.86148
2020-01-02,94.90049743652344,162.57718
2020-01-03,93.74849700927734,158.05307
2020-01-06,95.1439971923828,150.03925
2020-01-07,95.34300231933594,138.89706
2020-01-08,94.59850311279295,124.3798
2020-01-09,95.05249786376952,108.50753
2020-01-10,94.15799713134766,93.28196
2020-01-13,94.56500244140624,93.80835
2020-01-14,93.47200012207033,93.77657
2020-01-15,93.10099792480467,93.93106
2020-01-16,93.89700317382812,93.70329
2020-01-17,93.23600006103516,93.377975
2020-01-21,94.5999984741211,93.16416
2020-01-22,94.3730010986328,92.85996
2020-01-23,94.22899627685548,92.784836
2020-01-24,93.08200073242188,92.67244
2020-01-27,91.41699981689452,92.79791
2020-01-28,92.6624984741211,92.91122
2020-01-29,92.9000015258789,92.74997
2020-01-30,93.53399658203124,92.64671
2020-01-31,100.43599700927734,92.23391
2020-02-03,100.20999908447266,92.106
2020-02-04,102.4834976196289,92.40987
2020-02-05,101.99349975585938,93.448364
2020-02-06,102.5114974975586,95.2685
2020-02-07,103.96399688720705,97.13831
2020-02-10,106.69550323486328,99.179665
2020-02-11,107.54000091552734,101.283104
2020-02-12,108.0,102.16596
2020-02-13,107.49349975585938,103.37122
2020-02-14,106.74349975585938,104.312805
2020-02-18,107.78350067138672,105.47407
2020-02-19,108.51100158691406,106.5605
2020-02-20,107.65499877929688,107.352684
2020-02-21,104.79850006103516,107.57031
2020-02-24,100.4645004272461,107.53342
2020-02-25,98.63700103759766,107.13501
2020-02-26,98.97949981689452,106.41745
2020-02-27,94.21499633789062,105.39428
2020-02-28,94.1875,103.62766
2020-03-02,97.69750213623048,101.240204
2020-03-03,95.44950103759766,98.80214
2020-03-04,98.79149627685548,96.88257
2020-03-05,96.20149993896484,95.9495
2020-03-06,95.05449676513672,95.48218
2020-03-09,90.03050231933594,94.97834
2020-03-10,94.59100341796876,95.29557
2020-03-11,91.04299926757812,95.38192
2020-03-12,83.83049774169922,94.47857
2020-03-13,89.25,93.62258
2020-03-16,84.4574966430664,91.70419
2020-03-17,90.39199829101562,90.00876
2020-03-18,91.5,88.428085
2020-03-19,94.04650115966795,87.96826
2020-03-20,92.30449676513672,86.83201
2020-03-23,95.1415023803711,86.811134
2020-03-24,97.00499725341795,88.62722
2020-03-25,94.29199981689452,89.616165
2020-03-26,97.77449798583984,91.79945
2020-03-27,95.00499725341795,92.8756
2020-03-30,98.19750213623048,93.79814
2020-03-31,97.48600006103516,94.28617
2020-04-01,95.38500213623048,95.23086
2020-04-02,95.94149780273438,95.57519
2020-04-03,95.32949829101562,95.50357
2020-04-06,99.87950134277344,95.93361
2020-04-07,100.58000183105467,95.67136
2020-04-08,102.1500015258789,96.16635
