Date,Close,High,Low,Open,Volume,nome
2018-02-12,113.93748474121094,114.77384595617484,111.93022293004132,114.5731274321735,3821000.0,AMT
2018-02-13,114.0043716430664,114.51455238938418,112.79165068400647,113.77019157215236,3710300.0,AMT
2018-02-14,113.3101806640625,113.66145074010736,110.91818777892846,112.93382077986128,4829300.0,AMT
2018-02-15,113.92913055419922,114.52293989536129,111.26949514167224,113.37712906607061,3223300.0,AMT
2018-02-16,117.10729217529297,117.96874314163206,113.57784708992261,113.62802671718767,3024700.0,AMT
2018-02-20,116.45491790771484,117.67599790153483,115.9781859806111,116.38800749188324,2220500.0,AMT
2018-02-21,114.94947052001953,117.29964314651234,114.86582930608115,116.61382092541868,2811400.0,AMT
2018-02-22,116.23747253417969,117.49201429674444,114.77384047785414,115.38439332417394,3075900.0,AMT
2018-02-23,118.65452575683594,118.65452575683594,116.14544286741683,116.75599555904479,1925000.0,AMT
2018-02-26,119.38220977783203,119.55783849421799,118.83020828832773,118.88038792158086,2214100.0,AMT
2018-02-27,117.67603302001953,119.59130755444247,113.58622675047268,119.36548642885036,4572500.0,AMT
2018-02-28,116.53019714355469,118.44545850566999,116.513466347725,118.18618859867068,4015600.0,AMT
2018-03-01,113.21819305419922,116.7727275731951,112.83347411172431,116.2541877977476,3178000.0,AMT
2018-03-02,112.07240295410156,112.69967386615811,110.41641131959292,112.59931460402406,3224600.0,AMT
2018-03-05,114.42256927490234,114.78221121306593,111.4618563573998,111.4618563573998,2486100.0,AMT
2018-03-06,116.15384674072266,117.4501963823172,113.92076388350809,114.35566251597766,3144500.0,AMT
2018-03-07,117.09052276611328,117.79306283986496,115.10835157165171,115.40944199781018,2750000.0,AMT
2018-03-08,119.38220977783203,119.49092806259384,117.1825755999303,117.51711499619113,3025500.0,AMT
2018-03-09,120.084716796875,120.7036285460147,119.20653517340243,119.32362520574168,2172300.0,AMT
2018-03-12,121.33927917480469,121.85781901256286,119.85891634156711,119.85891634156711,2443000.0,AMT
2018-03-13,122.31777954101562,125.5544920850768,121.5399700429577,121.5399700429577,2159100.0,AMT
2018-03-14,122.49346923828125,123.2127403940911,121.76582630272634,122.52691807168338,2467400.0,AMT
2018-03-15,122.6523208618164,123.30468134276995,122.03342196349638,122.92832149019745,2142800.0,AMT
2018-03-16,122.56871032714844,123.11233988670887,121.58179768501765,122.41815870702226,4063100.0,AMT
2018-03-19,121.37271118164062,122.62725275343054,120.45272168610877,122.32616226572668,2581700.0,AMT
2018-03-20,122.36801147460938,123.51382229422218,121.59020164397407,121.59020164397407,2491100.0,AMT
2018-03-21,119.03929138183594,122.78618599252331,118.91382954445233,122.78618599252331,2422300.0,AMT
2018-03-22,119.60800170898438,121.43127562534846,118.16110051407428,118.65455052247451,2454100.0,AMT
2018-03-23,118.98912048339844,121.13856229355788,118.68802991818566,119.5829298336019,2228600.0,AMT
2018-03-26,121.44804382324219,121.69894203233528,119.27349909077984,120.62840046733102,2172600.0,AMT
2018-03-27,120.82072448730469,123.0705250214353,119.57454191214588,121.38944388309345,3043200.0,AMT
2018-03-28,120.68692016601562,122.28437307392105,120.48618888964478,120.6952791835007,2423100.0,AMT
2018-03-29,121.55671691894531,121.95817942791237,120.10981581654983,121.1050875486791,2978300.0,AMT
2018-04-02,120.29381561279297,122.93671968722968,119.42399294335078,121.8828965593231,2705400.0,AMT
2018-04-03,118.2781753540039,121.16361835568947,117.41672451388618,120.51125777311209,3442400.0,AMT
2018-04-04,119.64147186279297,120.0596524615711,117.29129893955738,117.91019805815918,1956500.0,AMT
2018-04-05,120.5029296875,121.78256137115143,119.47420892967158,119.59965801165316,2013400.0,AMT
2018-04-06,118.8970947265625,120.7705353865394,118.32000353688842,120.02617453248986,1527400.0,AMT
2018-04-09,119.7585678100586,121.28073862830912,119.06438645052192,119.06438645052192,1829700.0,AMT
2018-04-10,115.52108764648438,121.2214724210011,113.62096366466338,120.64975846912805,6140200.0,AMT
2018-04-11,117.63982391357422,119.13638441745606,114.62988401558314,114.64670290581057,2807600.0,AMT
2018-04-12,116.34508514404297,118.37973526024152,115.68928935572517,118.37973526024152,2805000.0,AMT
2018-04-13,116.78224182128906,118.0602080870631,116.1264462124567,116.78224182128906,1460400.0,AMT
2018-04-16,116.46275329589844,117.74070666040708,115.98351116241734,117.53051544306705,2073200.0,AMT
2018-04-17,118.56468963623047,119.44749549481087,116.29462659206405,117.09335081494864,2734500.0,AMT
2018-04-18,117.54733276367188,118.67395459460437,117.42962619669464,118.3880976218102,1773400.0,AMT
2018-04-19,115.53791046142578,117.3791876361964,114.91573981996616,117.00924902933146,2553000.0,AMT
2018-04-20,114.86528015136719,116.782222823661,114.5457982586865,115.15955295602163,2659300.0,AMT
2018-04-23,116.19371032714844,116.36186074671082,114.99982567048448,115.4370270245904,1911300.0,AMT
2018-04-24,115.15115356445312,117.00083357328678,114.47853915331739,116.63089500570949,2430000.0,AMT
2018-04-25,114.11701965332031,115.14275388792183,113.80594073643539,114.47013938225703,1511900.0,AMT
2018-04-26,115.05027770996094,115.78175197220436,114.26837243021609,114.61308915376311,1794500.0,AMT
2018-04-27,113.7050552368164,114.1842845820674,112.26734154295366,113.29307579727565,2311000.0,AMT
2018-04-30,114.64669036865234,115.80694991543194,113.09127033359427,113.46120890381691,2548600.0,AMT
2018-05-01,113.58732604980469,116.58044659129943,112.53637008276006,115.24363368019122,3249700.0,AMT
2018-05-02,114.73920440673828,115.79856372364348,112.99041160887049,112.99041160887049,2362800.0,AMT
2018-05-03,115.67242431640625,115.99191905010288,113.53687451072815,114.15904508975503,1858600.0,AMT
2018-05-04,116.74021911621094,117.45486163042283,115.34454621214287,115.34454621214287,1729800.0,AMT
2018-05-07,116.1432876586914,117.5305449093153,115.45386696407844,116.65615487074488,1532400.0,AMT
2018-05-08,115.19317626953125,116.05075992520686,114.21789888852514,115.83216570393954,3069700.0,AMT
2018-05-09,115.98351287841797,116.21052298863893,114.512174335269,115.31931426658018,1661400.0,AMT
2018-05-10,117.6146240234375,118.55627678768678,116.34507339813307,116.77385896134156,1801900.0,AMT
2018-05-11,116.74861145019531,118.06860563729799,116.36185396160462,117.70708289777215,1197800.0,AMT
2018-05-14,116.26936340332031,117.2278348021897,115.5883459395254,116.69816167982324,1142800.0,AMT
2018-05-15,114.93254852294922,115.92465768333798,113.73026098625733,115.45383143598863,2607800.0,AMT
2018-05-16,114.73920440673828,115.47066587585928,114.2515591509722,115.05869922270203,1839900.0,AMT
2018-05-17,115.05865478515625,115.5462870235345,114.3692215704641,115.18476435903834,1820400.0,AMT
2018-05-18,115.22684478759766,116.5804769386809,114.33563594819918,114.94939080058678,3562500.0,AMT
2018-05-21,115.50428009033203,115.79013706256686,114.54580866709193,115.72287433456097,1266900.0,AMT
2018-05-22,115.31089782714844,115.68925228529821,114.23471981018274,115.68925228529821,2169100.0,AMT
2018-05-23,115.04187774658203,115.63041068720193,114.51219168549615,115.32773477073228,1772500.0,AMT
2018-05-24,113.92366027832031,115.63881527536422,113.55372161664948,115.13436396049535,1729800.0,AMT
2018-05-25,114.62146759033203,115.76490824014162,114.04133782129627,114.10860054529128,1484600.0,AMT
2018-05-29,114.31880950927734,114.97460513380759,113.393962946963,114.09179938415386,2295400.0,AMT
2018-05-30,115.88264465332031,116.26938937960799,114.02454830780593,114.29359927309835,1848100.0,AMT
2018-05-31,116.33662414550781,116.5047873729055,114.32719673701477,115.39497165153543,4514500.0,AMT
2018-06-01,116.46275329589844,116.7065694632292,115.0586775035535,116.19370237975737,1623700.0,AMT
2018-06-04,117.75751495361328,117.91726231706558,116.68974007347374,117.27828569230905,1246400.0,AMT
2018-06-05,116.79066467285156,118.06021515486503,115.81537423192525,117.7575392535105,2565200.0,AMT
2018-06-06,116.8999252319336,117.30350154897778,115.67241588081717,117.17737913900699,1347000.0,AMT
2018-06-07,116.17691802978516,117.16062450896105,115.68086968835978,116.92521130187586,1493000.0,AMT
2018-06-08,116.5132064819336,117.07651745010642,115.87422974842148,116.5132064819336,3537400.0,AMT
2018-06-11,117.40444946289062,118.24521464461544,116.09285783204929,116.44597766888668,1475100.0,AMT
2018-06-12,118.66555786132812,118.75804251379307,116.02555657984739,116.51320176293038,2940900.0,AMT
2018-06-13,114.73078155517578,118.26199149723283,114.36924598445265,118.26199149723283,2270400.0,AMT
2018-06-14,116.31980895996094,116.8074412281865,114.76438903193657,115.00820516604936,2103500.0,AMT
2018-06-15,116.49639892578125,117.87525304313738,116.23576382266151,116.61410551522424,3087800.0,AMT
2018-06-18,116.86841583251953,116.96141733342196,115.6086834757266,116.10750384386272,1497800.0,AMT
2018-06-19,117.58706665039062,118.61853316580408,116.23431987257807,116.34423425724077,2741700.0,AMT
2018-06-20,118.82140350341797,119.21032228791948,117.05438834724411,117.49403286434456,2178400.0,AMT
2018-06-21,119.78520965576172,119.90358687827008,118.65229216162058,118.9143836669039,1940800.0,AMT
2018-06-22,120.74908447265625,121.18871613570597,119.11733346318262,120.37707852642404,2543700.0,AMT
2018-06-25,120.1825942993164,120.95196894321421,119.4893211515176,120.5292373235884,2174200.0,AMT
2018-06-26,121.04498291015625,121.27326162052641,120.02197950948194,120.46161115073619,3052500.0,AMT
2018-06-27,121.19715881347656,121.90734482834533,120.83360291729097,121.17179594871304,2147700.0,AMT
2018-06-28,121.966552734375,122.09337999240896,120.54618032978345,121.1971907989288,2110300.0,AMT
2018-06-29,121.89041900634766,122.59215495868315,120.60531142491737,121.26477164022182,1995800.0,AMT
2018-07-02,122.31315612792969,122.36388185437231,120.65605552733093,122.02570174425867,1559500.0,AMT
2018-07-03,120.92662811279297,122.62600488907304,120.69834938439047,122.33010044186378,1669600.0,AMT
2018-07-05,123.15865325927734,123.19247902006117,121.23099771853016,121.55227794223731,1512400.0,AMT
2018-07-06,123.27699279785156,123.71663729428096,122.51608104315223,123.04871411114367,1376600.0,AMT
2018-07-09,120.20794677734375,122.60907197390499,119.81904094531045,122.44843190820876,2334400.0,AMT
2018-07-10,121.35778045654297,121.78051205098657,117.66311044934407,119.63304122754062,3775300.0,AMT
2018-07-11,121.2479019165039,122.07645238590636,120.64761726268115,120.88434596822472,1250400.0,AMT
2018-07-12,121.54383850097656,122.38085208176444,120.96047947276111,121.38321125888119,1504600.0,AMT
2018-07-13,121.095703125,122.27089657926074,120.84206155845715,121.55226052492631,953700.0,AMT
2018-07-16,119.85285949707031,120.85896277682288,119.38786505413803,120.30941685295126,1644500.0,AMT
2018-07-17,120.19953155517578,120.27562016596185,119.13425230192713,119.88671422144556,2995100.0,AMT
2018-07-18,119.53160095214844,120.45315281804376,118.91440347800217,120.19951125750721,2046400.0,AMT
2018-07-19,119.77679443359375,120.52080632963045,119.00741966844193,119.1934226424511,1505900.0,AMT
2018-07-20,118.68614196777344,120.07270126123808,118.46631325369313,119.48087953245673,1786500.0,AMT
2018-07-23,119.07506561279297,119.18497998621956,117.87450909806861,119.02433987144164,1457900.0,AMT
2018-07-24,119.69220733642578,119.7851958850033,117.10507962828413,118.73682998439234,3230400.0,AMT
2018-07-25,120.85050964355469,121.19715264534108,119.31176045557284,119.41322481020812,1572200.0,AMT
2018-07-26,122.17790985107422,122.45691431787864,120.75753754815814,121.04499200459388,1619000.0,AMT
2018-07-27,122.06798553466797,122.71053294656322,121.72979250150327,122.62598146308576,1424800.0,AMT
2018-07-30,120.66451263427734,122.21171188578644,120.00505235012527,121.77206739610338,1963200.0,AMT
2018-07-31,125.33145141601562,127.51274770689422,123.09942940453983,124.16470823930915,3924400.0,AMT
2018-08-01,126.96320343017578,127.23375783850855,124.49445250748842,124.84954549286698,2766300.0,AMT
2018-08-02,125.30612182617188,127.12386276750057,125.24693320259793,126.64194249238543,1877100.0,AMT
2018-08-03,127.65650177001953,127.82559184120595,125.12856198828511,125.61893222524759,1673000.0,AMT
2018-08-06,127.58888244628906,128.19761711516603,126.59122894422781,127.9186126502018,1272700.0,AMT
2018-08-07,126.84487915039062,127.55506534537452,125.71196123447608,127.55506534537452,1418100.0,AMT
2018-08-08,126.24459838867188,127.04778602139741,125.70348943949121,127.04778602139741,1060300.0,AMT
2018-08-09,127.3013916015625,127.41129303761886,126.0754597239286,126.42210270864913,1231700.0,AMT
2018-08-10,126.12622833251953,127.99470818970393,126.04168972994329,126.95479178270439,1260000.0,AMT
2018-08-13,125.98246002197266,126.67574600109786,125.62736704513192,125.97401003469452,957900.0,AMT
2018-08-14,126.0670166015625,126.70956398080067,125.61892214354539,126.1092923411526,1433500.0,AMT
2018-08-15,126.43058013916016,126.70113459593576,125.47521535294437,126.0501242224727,1413900.0,AMT
2018-08-16,126.582763671875,127.29294973290574,126.41367359554566,126.79412949247313,1154200.0,AMT
2018-08-17,127.80870056152344,127.84252632192404,126.57433122260261,126.7265084421623,1542000.0,AMT
2018-08-20,127.48741149902344,128.4427892024872,127.25914568551626,128.1891476200658,1496300.0,AMT
2018-08-21,126.21075439453125,127.51277503907838,125.92329998236988,127.33522207818721,1520000.0,AMT
2018-08-22,125.2215805053711,126.55741418081989,124.70584733257598,126.20232111277612,1134400.0,AMT
2018-08-23,124.6043930053711,125.73731080141164,124.44375290429504,125.49211920479652,1206600.0,AMT
2018-08-24,125.17925262451172,125.5766212758042,124.60434396350927,124.60434396350927,1339900.0,AMT
2018-08-27,125.44136810302734,126.01628977479825,124.91718505876851,125.60200817162134,1072800.0,AMT
2018-08-28,126.90404510498047,126.91249509361961,125.03556555604897,125.17084277875132,1192400.0,AMT
2018-08-29,127.19995880126953,127.88478205266314,126.96323009463339,127.0646815686926,1309000.0,AMT
2018-08-30,125.92330932617188,127.56351023605727,125.63585489268071,127.35214440541733,1034100.0,AMT
2018-08-31,126.07549285888672,126.96323197227436,125.75422555269904,126.08395574901478,965400.0,AMT
2018-09-04,125.25537872314453,126.02475339768283,124.75655848829935,125.74574896952898,1171000.0,AMT
2018-09-05,124.79036712646484,125.2215486922427,123.8941653434704,125.15391009159724,1667200.0,AMT
2018-09-06,125.20465850830078,125.47521295991645,124.53674816958737,124.9594798246771,1304000.0,AMT
2018-09-07,123.90264129638672,125.29765049215676,123.7420012155081,124.76501741961938,1510900.0,AMT
2018-09-10,124.56210327148438,125.4329293946212,124.34228746880996,124.49446466279713,1312300.0,AMT
2018-09-11,124.28309631347656,124.73119079873763,123.8857275585099,124.44373639323906,1194900.0,AMT
2018-09-12,124.54519653320312,124.66356087905385,123.80964759118413,124.51138367756556,1359900.0,AMT
2018-09-13,125.7372817993164,126.32065344203554,124.91718150458718,125.12854729393504,1676600.0,AMT
2018-09-14,124.44373321533203,125.66965230220703,124.03791448259474,125.57665083212713,1182700.0,AMT
2018-09-17,124.91722869873047,125.46677479835766,123.7589478637399,124.3507697173574,1507800.0,AMT
2018-09-18,124.6297378540039,125.54283969066567,124.22390621499083,124.38454629284037,1108300.0,AMT
2018-09-19,124.77346801757812,125.33992684714526,124.56210220501971,124.78191800581213,1247500.0,AMT
2018-09-20,125.74577331542969,125.85568769042898,124.16476081720046,124.79885839466115,1021400.0,AMT
2018-09-21,125.54286193847656,126.48132680629156,125.39913471196853,125.55976191753818,2793300.0,AMT
2018-09-24,123.75888061523438,125.19616516466583,123.36151196499706,125.12852657518481,1258000.0,AMT
2018-09-25,123.18399810791016,123.97873566033958,122.99799515305452,123.68281835013852,1127500.0,AMT
2018-09-26,121.70441436767578,123.37842774439913,121.48459859925546,123.02333477968469,1378400.0,AMT
2018-09-27,121.89998626708984,122.93714459530362,121.82347777696044,122.17203375013383,1530500.0,AMT
2018-09-28,123.52371978759766,123.63422771296533,121.86597118771952,121.86597118771952,1523400.0,AMT
2018-10-01,122.44407653808594,124.19534016976334,122.38457425460912,124.19534016976334,971200.0,AMT
2018-10-02,122.52903747558594,122.92859894949227,121.66190268413678,122.4525160440369,1043400.0,AMT
2018-10-03,122.3420181274414,123.90625174286942,121.3558657721757,122.54604070305923,1910000.0,AMT
2018-10-04,122.79264068603516,123.10718428000126,121.02437072515225,122.18904335962323,1507900.0,AMT
2018-10-05,123.05614471435547,124.37384695853372,122.69059555416858,123.10715036722469,1625900.0,AMT
2018-10-08,123.94026184082031,124.90091145675324,123.2686658517621,123.3111748826497,1760800.0,AMT
2018-10-09,125.52152252197266,125.72555812075983,123.5832297352745,124.15281452179275,1782200.0,AMT
2018-10-10,123.69371795654297,125.6065074094792,123.69371795654297,124.6118584505844,3517100.0,AMT
2018-10-11,119.59612274169922,124.33134675578256,119.35808769677644,123.99130039787491,2484300.0,AMT
2018-10-12,120.76079559326172,122.23151474808243,119.71514082773659,120.79479503675365,2219700.0,AMT
2018-10-15,121.33889770507812,122.63109730185731,120.30173937991744,120.53127782156787,1289600.0,AMT
2018-10-16,123.85523986816406,124.42482448299944,121.30485402577293,121.69590592399031,1303100.0,AMT
2018-10-17,124.69686126708984,125.07942952827531,122.78407184889622,123.46417734752953,1737000.0,AMT
2018-10-18,124.79037475585938,125.94655020102851,123.92325290093252,124.53534654672403,1515800.0,AMT
2018-10-19,127.6468734741211,128.32697931812828,124.88395402254324,125.08798966732739,2450700.0,AMT
2018-10-22,126.88172912597656,128.09740713830894,126.63519747050282,127.60434382736146,1996800.0,AMT
2018-10-23,128.2419891357422,128.60753844846909,126.18466515065136,126.75426310387483,2179100.0,AMT
2018-10-24,129.19406127929688,129.95917193060583,127.30677450267112,128.04638233039876,3056300.0,AMT
2018-10-25,130.5032958984375,130.86885810762257,127.87640044642268,129.1345877128606,2628100.0,AMT
2018-10-26,127.18779754638672,129.874208243416,126.44818948288984,129.61067033444306,3639000.0,AMT
2018-10-29,129.9166717529297,130.63927335137782,127.79135004231587,128.10589350446776,3072700.0,AMT
2018-10-30,136.8282470703125,137.47435335150882,127.63835552124718,130.91985367110166,5553600.0,AMT
2018-10-31,132.45860290527344,136.75175712762464,131.98253272104924,136.02064563844044,3841200.0,AMT
2018-11-01,130.08676147460938,133.89533629714012,129.94224108095332,133.07920663491308,3963600.0,AMT
2018-11-02,129.27056884765625,130.0696919061184,126.87321264420436,129.91667496569863,3978700.0,AMT
2018-11-05,132.36505126953125,132.49257837240762,129.61913888381554,129.98468804046857,2301400.0,AMT
2018-11-06,132.75607299804688,133.04511358202214,131.5828914876473,132.4500262115049,1285000.0,AMT
2018-11-07,133.427734375,134.13334295096735,132.66262351871347,133.92081071622798,1803400.0,AMT
2018-11-08,135.4765167236328,135.51051616563115,133.19816495169073,133.43621293341957,1707900.0,AMT
2018-11-09,136.13966369628906,136.27568745570437,135.33204370416266,135.41704882484245,2279800.0,AMT
2018-11-12,136.89627075195312,137.68689746112236,136.10565701472288,136.10565701472288,2059600.0,AMT
2018-11-13,137.13430786132812,137.51686331958166,135.81660530784228,137.16832028584886,1496800.0,AMT
2018-11-14,138.9195556640625,139.06407600898837,136.59869461100902,137.6528590334488,1940900.0,AMT
2018-11-15,137.83140563964844,138.44349949842248,136.5732055010919,138.35848141783916,1987800.0,AMT
2018-11-16,139.40411376953125,139.62515555446092,137.4063189188719,137.62734773186585,1987400.0,AMT
2018-11-19,141.31689453125,141.42741541668076,139.31909980773963,139.84617546699118,2171500.0,AMT
2018-11-20,136.56466674804688,142.04799398353848,136.48815828228942,140.40725190438218,3449900.0,AMT
2018-11-21,136.28414916992188,137.22779267976952,135.19598531718864,136.5136875836514,2009700.0,AMT
2018-11-23,136.35215759277344,137.02375363652882,135.0599581857719,135.81657229822665,746900.0,AMT
2018-11-26,137.37232971191406,137.52535966363735,135.3830311430768,136.8622601406916,1447200.0,AMT
2018-11-27,137.78884887695312,137.8568607234767,136.00357357852607,137.2192642557432,1390200.0,AMT
2018-11-28,137.7208709716797,138.4774851143133,136.86224552008676,137.0662681380054,2332200.0,AMT
2018-11-29,138.33299255371094,139.40415042873727,136.97278095868202,137.72089863314184,2063300.0,AMT
2018-11-30,139.8377227783203,139.98224315054915,137.61888558692175,138.7580553246825,2741400.0,AMT
2018-12-03,138.63900756835938,140.39876745555176,137.3042991132403,140.28825953142587,2651600.0,AMT
2018-12-04,138.97909545898438,140.65385074930578,138.60503659609878,138.80057562020536,2468800.0,AMT
2018-12-06,142.50709533691406,142.69412471124892,136.98125811977923,138.4094682816786,2809300.0,AMT
2018-12-07,141.48690795898438,143.31469237796077,140.98533515823394,142.28603098224593,3357400.0,AMT
2018-12-10,141.28294372558594,141.88652806471498,138.3584978250786,141.08741768338322,1908700.0,AMT
2018-12-11,141.66546630859375,142.24356065267253,140.69631997087424,141.7419747892709,2033000.0,AMT
2018-12-12,139.9737091064453,142.439090539508,139.54014806549793,142.38808488433025,2675000.0,AMT
2018-12-13,141.801513671875,142.51561888777695,139.78669920794934,140.39029647954123,2153800.0,AMT
2018-12-14,141.63145446777344,141.9715007778685,140.28824949060808,141.56344261136738,2193400.0,AMT
2018-12-17,136.8197479248047,142.10755074696763,136.3351682228546,141.92901796942348,2743400.0,AMT
2018-12-18,137.98440551757812,138.96206143537142,137.02375580818142,137.59335352800977,2475300.0,AMT
2018-12-19,138.17996215820312,140.00774729408957,137.5338687871387,138.1289564936374,1912300.0,AMT
2018-12-20,137.3297882080078,139.39560775033763,136.44566004372476,138.01840337007434,2570400.0,AMT
2018-12-21,134.32034301757812,139.9311979779726,133.997289940314,137.32979309652296,4385700.0,AMT
2018-12-24,130.5627899169922,133.9122996506595,129.75517010649386,133.73376688508523,1968500.0,AMT
2018-12-26,134.6573028564453,134.6573028564453,128.79334559788083,131.1269573818501,1981500.0,AMT
2018-12-27,135.57192993164062,135.7001453240857,131.0414657783075,133.97343746060082,1641700.0,AMT
2018-12-28,135.76856994628906,138.14492488154266,134.84537972749376,136.53788860697915,1740000.0,AMT
2018-12-31,135.2214813232422,136.5635171629077,133.46913006780468,136.48658791367941,2044600.0,AMT
2019-01-02,133.9820098876953,134.29828325577031,131.57999922105952,134.29828325577031,2030600.0,AMT
2019-01-03,134.78549194335938,136.8028299572374,133.7169869157391,133.87085842221904,2467400.0,AMT
2019-01-04,135.32403564453125,136.82849921557013,134.79406127379283,135.15307743235198,2530000.0,AMT
2019-01-07,136.1617431640625,137.29863421410167,135.0761513178117,135.46935391059168,1708000.0,AMT
2019-01-08,137.70040893554688,137.73460840864826,135.55485503478,136.58061749210702,2502700.0,AMT
2019-01-09,136.4951171875,138.4013397881379,135.35823917293374,138.37569670770563,1797300.0,AMT
2019-01-10,138.35861206054688,138.46974078338886,135.58904168236626,136.31563048924838,1986600.0,AMT
2019-01-11,137.9654083251953,138.70054054238219,136.68320187963297,137.66623464719785,1878800.0,AMT
2019-01-14,137.9654083251953,138.95698444015034,137.49527639644523,137.6576782565292,1435400.0,AMT
2019-01-15,139.3758544921875,139.60665532313774,137.30722949155373,137.8201042852126,1597100.0,AMT
2019-01-16,139.99981689453125,140.4528620319651,139.1877555940333,139.71772997142182,1495200.0,AMT
2019-01-17,140.51271057128906,140.98284241990567,139.3843628307463,139.99982286317396,1322800.0,AMT
2019-01-18,140.76063537597656,141.25642348046617,139.657943467275,141.25642348046617,1763000.0,AMT
2019-01-22,140.76913452148438,141.3931509127099,139.4783850114454,140.6323757768249,1503900.0,AMT
2019-01-23,141.71795654296875,141.72651293109408,140.47849328933455,140.62380841144446,1700200.0,AMT
2019-01-24,141.59835815429688,141.76077309386665,140.28196498243045,140.880325515097,1275900.0,AMT
2019-01-25,143.102783203125,143.71824330908274,141.71799144308122,142.3249082020843,1482100.0,AMT
2019-01-28,143.6498260498047,143.6498260498047,141.61538819675445,142.7009930138239,1180500.0,AMT
2019-01-29,144.83798217773438,144.9063680583619,143.2224032473192,143.333518890475,1849700.0,AMT
2019-01-30,145.71844482421875,146.59889193640987,144.47042519464063,144.57301054822102,2159500.0,AMT
2019-01-31,147.7443389892578,148.6931720714656,144.67559536999386,145.13718384956292,4046100.0,AMT
2019-02-01,145.68421936035156,148.00928696304263,144.9234444270405,148.00928696304263,3446200.0,AMT
2019-02-04,146.12020874023438,146.1287520852927,144.35931445588295,145.48764903749822,2846800.0,AMT
2019-02-05,147.39382934570312,147.48785829587868,144.94910272768348,146.02615093974424,1671100.0,AMT
2019-02-06,145.54751586914062,147.3340535300478,145.40220071925256,146.4450628944747,1422900.0,AMT
2019-02-07,147.03488159179688,147.36825474399214,145.17141449575124,145.5988166418107,1113600.0,AMT
2019-02-08,147.39382934570312,147.87253048322466,146.21420884009535,146.94934071148447,1294600.0,AMT
2019-02-11,147.87257385253906,148.44529106493516,147.1545284572985,147.76144513975547,1211000.0,AMT
2019-02-12,147.5306854248047,148.5222616400984,147.08619653652528,147.94954426832007,1471600.0,AMT
2019-02-13,148.47946166992188,148.5991337158305,147.10322662033533,147.39385686850275,1195900.0,AMT
2019-02-14,150.2660369873047,150.50539418288463,147.94098137112604,148.40256993820026,1832500.0,AMT
2019-02-15,152.00125122070312,152.28332505831665,150.4284019718221,151.53964976351537,2744400.0,AMT
2019-02-19,151.81321716308594,152.42867717389575,151.06098536247936,152.12949051412474,1961700.0,AMT
2019-02-20,151.03536987304688,151.58244408889635,150.04379378079526,151.58244408889635,1612000.0,AMT
